### DATA:
#
# 63
#      Q             I(Q)           Error     
1.09669464E-02  2.87444144E-02  8.10137298E-04
1.21721054E-02  2.81785458E-02  7.28111435E-04
1.33772643E-02  2.76282132E-02  6.68388000E-04
1.45824233E-02  2.81543553E-02  6.29573641E-04
1.57875822E-02  2.80814022E-02  6.12329971E-04
1.69927412E-02  2.73727119E-02  5.86697645E-04
1.81979001E-02  2.73096770E-02  5.48104476E-04
1.94030591E-02  2.72315204E-02  5.22011006E-04
2.06082180E-02  2.56946892E-02  4.88995668E-04
2.18133770E-02  2.56985128E-02  4.25115367E-04
2.30185359E-02  2.50082254E-02  3.77816637E-04
2.42236949E-02  2.52536237E-02  3.52888089E-04
2.54288538E-02  2.51291990E-02  3.38315777E-04
2.66340128E-02  2.46640161E-02  3.26683326E-04
2.78391717E-02  2.37874851E-02  3.18119768E-04
2.90443307E-02  2.39176676E-02  3.09597212E-04
3.02494896E-02  2.39442527E-02  3.01230070E-04
3.14546486E-02  2.33235061E-02  2.94791907E-04
3.26598075E-02  2.29972929E-02  2.83659855E-04
3.38649665E-02  2.28839770E-02  2.75835535E-04
3.56727049E-02  2.18444765E-02  1.89044218E-04
3.74804433E-02  2.15726271E-02  2.62446981E-04
3.92881817E-02  2.10030667E-02  1.82056688E-04
4.10959202E-02  1.99208990E-02  2.53359880E-04
4.29036586E-02  1.97732441E-02  1.75923877E-04
4.53139765E-02  1.92213126E-02  1.72637330E-04
4.77242944E-02  1.81896925E-02  1.69098690E-04
5.01346123E-02  1.79305024E-02  1.65436373E-04
5.25449302E-02  1.69493087E-02  1.62622345E-04
5.49552481E-02  1.62429184E-02  1.59592577E-04
5.73655660E-02  1.52937621E-02  1.56863082E-04
6.03784633E-02  1.48780147E-02  1.25365147E-04
6.33913607E-02  1.42977305E-02  1.50182318E-04
6.64042581E-02  1.33173714E-02  1.20356591E-04
7.00197349E-02  1.24330729E-02  1.17506976E-04
7.36352118E-02  1.17243027E-02  1.14907418E-04
7.78532681E-02  1.07646290E-02  9.69590245E-05
8.20713244E-02  1.01241782E-02  1.09464447E-04
8.62893807E-02  9.15148295E-03  9.26358788E-05
9.11100165E-02  8.37933980E-03  9.03667086E-05
9.59306523E-02  7.59120136E-03  8.83021969E-05
1.00751288E-01  7.01912344E-03  8.81860656E-05
1.06174503E-01  6.39541537E-03  8.28413208E-05
1.12200298E-01  5.93408495E-03  7.97438046E-05
1.18226093E-01  5.32007247E-03  7.55062633E-05
1.24251888E-01  4.94353294E-03  7.30167679E-05
1.30880262E-01  4.35671955E-03  6.46678970E-05
1.38111216E-01  3.90778854E-03  6.26908218E-05
1.45944749E-01  3.55012800E-03  5.63432807E-05
1.53778282E-01  3.13505307E-03  5.92300157E-05
1.62214395E-01  2.83134170E-03  4.98854432E-05
1.71253087E-01  2.56402003E-03  5.18241626E-05
1.80291779E-01  2.18442362E-03  4.72255525E-05
1.90535630E-01  2.02180180E-03  4.33056142E-05
2.01382060E-01  1.74470709E-03  4.21060832E-05
2.12228491E-01  1.54693176E-03  4.17057577E-05
2.23677501E-01  1.33867294E-03  3.85164333E-05
2.36331670E-01  1.22006346E-03  3.77731752E-05
2.49588418E-01  1.06434253E-03  3.86102756E-05
2.63447746E-01  8.75141472E-04  3.69218140E-05
2.78512233E-01  8.26496230E-04  3.72779936E-05
2.94179299E-01  7.45308972E-04  3.77211408E-05
3.10448945E-01  6.09435567E-04  3.68074214E-05


### HEADER:
#
#{
#    "analysis": {
#        "guinier": {
#            "I0": "0.028250473301127874",
#            "I0_autorg_err": -1,
#            "I0_err": 0.0001407979494119283,
#            "I0_est_err": 0.00010758418302356734,
#            "I0_fit_err": 0.0001407979494119283,
#            "Rg": "23.84661894790225",
#            "Rg_autorg_err": -1,
#            "Rg_err": 0.24531541948166616,
#            "Rg_est_err": 0.24531541948166616,
#            "Rg_fit_err": 0.19963326786066596,
#            "nEnd": 31,
#            "nStart": 3,
#            "qEnd": "0.05254",
#            "qRg_max": "1.2530189281235211",
#            "qRg_min": "0.26152459182286836",
#            "qStart": "0.01097",
#            "rsq": "0.9818796249851123"
#        }
#    },
#    "calibration_params": {
#        "Beam_Center_X": 1093.0,
#        "Beam_Center_Y": 2069.0,
#        "Detector Tilt": 0.0,
#        "Detector Tilt Plane Rotation": 0.0,
#        "Detector_X_Pixel_Size": 75.0,
#        "Detector_Y_Pixel_Size": 75.0,
#        "Integration Method": "nosplit_csr",
#        "Radial_Average_Method": "pyFAI",
#        "Sample-to-detector distance (mm)": 1781.0,
#        "Wavelength (A)": 1.0937797326179362
#    },
#    "config_file": "/nfs/chess/daq/2024-1/id7a/Pollack_02_02_24/SAXS_02_02_24.cfg",
#    "counters": {
#        "I1": "0",
#        "I2": "0",
#        "I3": "0",
#        "Seconds": "1"
#    },
#    "filename": "AP600_MP.dat",
#    "history": {
#        "log_binning": {
#            "final_points": 72,
#            "initial_file": [
#                "R_S_rA30+PR30, 250uM, 600mM Na",
#                {
#                    "linear_binning": {
#                        "final_points": 362,
#                        "initial_file": [
#                            "S_rA30+PR30, 250uM, 600mM Na",
#                            {
#                                "subtraction": {
#                                    "initial_file": [
#                                        "rA30+PR30, 250uM, 600mM Na",
#                                        {
#                                            "averaged_files": [
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000001_00001.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000002_00002.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000003_00003.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000004_00004.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000005_00005.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000006_00006.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000007_00007.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000008_00008.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000009_00009.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000010_00010.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000011_00011.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000012_00012.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000013_00013.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000014_00014.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000015_00015.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000016_00016.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000017_00017.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000018_00018.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000019_00019.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000020_00020.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000021_00021.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000022_00022.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000023_00023.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000024_00024.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000025_00025.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000026_00026.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000027_00027.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000028_00028.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000029_00029.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000030_00030.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000031_00031.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000032_00032.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000033_00033.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000034_00034.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000035_00035.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000036_00036.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000037_00037.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000038_00038.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000039_00039.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000040_00040.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000041_00041.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000042_00042.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000043_00043.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000044_00044.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000045_00045.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000046_00046.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000047_00047.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000048_00048.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000049_00049.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000050_00050.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000051_00051.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000052_00052.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000053_00053.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000054_00054.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000055_00055.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000056_00056.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000057_00057.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000058_00058.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000059_00059.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000060_00060.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000061_00061.h5"
#                                                ],
#                                                [
#                                                    "RNAPR30_MPsucrose_10_data_000062_00062.h5"
#                                                ],
#                                                [
