### DATA:
#
# 63
#      Q             I(Q)           Error     
1.09669464E-02  2.77717203E-02  8.13321956E-04
1.21721054E-02  2.74391294E-02  7.30592432E-04
1.33772643E-02  2.55635679E-02  6.69892412E-04
1.45824233E-02  2.59801030E-02  6.30799029E-04
1.57875822E-02  2.62995899E-02  6.13558805E-04
1.69927412E-02  2.54758835E-02  5.87775605E-04
1.81979001E-02  2.58992136E-02  5.49952360E-04
1.94030591E-02  2.62138188E-02  5.24057820E-04
2.06082180E-02  2.42746085E-02  4.90611047E-04
2.18133770E-02  2.41155073E-02  4.26227693E-04
2.30185359E-02  2.43232638E-02  3.79340071E-04
2.42236949E-02  2.37418368E-02  3.53968935E-04
2.54288538E-02  2.40055144E-02  3.39464867E-04
2.66340128E-02  2.30060592E-02  3.27619631E-04
2.78391717E-02  2.30477259E-02  3.19423690E-04
2.90443307E-02  2.25115851E-02  3.10582994E-04
3.02494896E-02  2.17157066E-02  3.01764742E-04
3.14546486E-02  2.19577253E-02  2.95662205E-04
3.26598075E-02  2.15695918E-02  2.84503354E-04
3.38649665E-02  2.11212113E-02  2.76405178E-04
3.56727049E-02  2.05552772E-02  1.89614331E-04
3.74804433E-02  2.00863555E-02  2.63338024E-04
3.92881817E-02  1.92834884E-02  1.82560688E-04
4.10959202E-02  1.83962896E-02  2.54066568E-04
4.29036586E-02  1.82941988E-02  1.76501195E-04
4.53139765E-02  1.75066061E-02  1.73125249E-04
4.77242944E-02  1.68016642E-02  1.69640999E-04
5.01346123E-02  1.62415288E-02  1.65907899E-04
5.25449302E-02  1.53218023E-02  1.63108673E-04
5.49552481E-02  1.45398855E-02  1.60058388E-04
5.73655660E-02  1.40153140E-02  1.57379582E-04
6.03784633E-02  1.32431408E-02  1.25740967E-04
6.33913607E-02  1.23878829E-02  1.50536934E-04
6.64042581E-02  1.17753317E-02  1.20717197E-04
7.00197349E-02  1.09606281E-02  1.17864673E-04
7.36352118E-02  1.00793347E-02  1.15237336E-04
7.78532681E-02  9.32542309E-03  9.72650547E-05
8.20713244E-02  8.53193154E-03  1.09770855E-04
8.62893807E-02  7.81904534E-03  9.29481603E-05
9.11100165E-02  7.23887831E-03  9.06906835E-05
9.59306523E-02  6.50061183E-03  8.86353586E-05
1.00751288E-01  5.85523918E-03  8.85059822E-05
1.06174503E-01  5.32839894E-03  8.31633251E-05
1.12200298E-01  4.76058692E-03  8.00325715E-05
1.18226093E-01  4.35470492E-03  7.58018295E-05
1.24251888E-01  3.94818872E-03  7.32970625E-05
1.30880262E-01  3.50198795E-03  6.49364568E-05
1.38111216E-01  3.11511035E-03  6.29543190E-05
1.45944749E-01  2.72959833E-03  5.65804954E-05
1.53778282E-01  2.51754199E-03  5.94951802E-05
1.62214395E-01  2.23386083E-03  5.01132446E-05
1.71253087E-01  1.97284584E-03  5.20601864E-05
1.80291779E-01  1.65523104E-03  4.74456111E-05
1.90535630E-01  1.57739752E-03  4.35122945E-05
2.01382060E-01  1.27186742E-03  4.23050814E-05
2.12228491E-01  1.20284690E-03  4.19144930E-05
2.23677501E-01  1.00050822E-03  3.87069162E-05
2.36331670E-01  8.83989984E-04  3.79598306E-05
2.49588418E-01  7.72982700E-04  3.88033629E-05
2.63447746E-01  6.46274909E-04  3.71096072E-05
2.78512233E-01  6.05026002E-04  3.74710115E-05
2.94179299E-01  5.05189941E-04  3.79143138E-05
3.10448945E-01  3.53737175E-04  3.69959064E-05


### HEADER:
#
#{
#    "analysis": {
#        "guinier": {
#            "I0": "0.027061012866445005",
#            "I0_autorg_err": -1,
#            "I0_err": 0.0001517900313697056,
#            "I0_est_err": 0.00010366510726764072,
#            "I0_fit_err": 0.0001517900313697056,
#            "Rg": "25.21592237765705",
#            "Rg_autorg_err": -1,
#            "Rg_err": 0.23606921756669727,
#            "Rg_est_err": 0.23606921756669727,
#            "Rg_fit_err": 0.23105074896606606,
#            "nEnd": 30,
#            "nStart": 3,
#            "qEnd": "0.05013",
#            "qRg_max": "1.2641904921907303",
#            "qRg_min": "0.2765416691423254",
#            "qStart": "0.01097",
#            "rsq": "0.9806483091526684"
#        }
#    },
#    "calibration_params": {
#        "Beam_Center_X": 1093.0,
#        "Beam_Center_Y": 2069.0,
#        "Detector Tilt": 0.0,
#        "Detector Tilt Plane Rotation": 0.0,
#        "Detector_X_Pixel_Size": 75.0,
#        "Detector_Y_Pixel_Size": 75.0,
